hotel_name,rating,review_count,location,hotel_url,city,hotel_type,price_booking,price_agoda,price_trip,price_final,country,city_key
Sagacamp,4.0,531.0,"Rangárþing Eystra, Iceland, Reykjavik 860 Iceland",https://www.tripadvisor.com/Hotel_Review-g189970-d27724919-Reviews-Sagacamp_Ehf-Reykjavik_Capital_Region.html,Reykjavik,Campgrounds,,,,260.5,Iceland,Reykjavik
Mosskogar,4.4,56.0,"Dalsgardsafleggjari 270, Mosfellsbaer Iceland",https://www.tripadvisor.com/Hotel_Review-g1414014-d10820253-Reviews-Mosskogar_Camping-Mosfellsbaer_Capital_Region.html,Reykjavik,Campgrounds,,,,260.5,Iceland,Reykjavik
Akranes Camping,4.0,49.0,"Kalmansvík v/Akranesveg, Akranes 300 Iceland",https://www.tripadvisor.com/Hotel_Review-g189953-d6776094-Reviews-Akranes_Camping_Site-Akranes_West_Region.html,Reykjavik,Campgrounds,,,,260.5,Iceland,Reykjavik
Midgardur By Center,4.6,3898.0,"Laugavegur 120, Reykjavik 105 Iceland",https://www.tripadvisor.com/Hotel_Review-g315853-d531386-Reviews-Pingvellir_National_Park_Campground-Thingvellir_South_Region.html,Reykjavik,Campgrounds,275.0,275.0,222.0,275.0,Iceland,Reykjavik
Pingvellir National Park,4.2,145.0,"Pingvellir National Park, Thingvellir Iceland",https://www.tripadvisor.com/Hotel_Review-g608874-d8420450-Reviews-Grindavik_camping_site-Grindavik_Reykjanes_Peninsula.html,Reykjavik,Campgrounds,,,,260.5,Iceland,Reykjavik
Vogar,3.3,11.0,"Hafnargata 19, Vogar 190 Iceland",https://www.tripadvisor.com/Hotel_Review-g3350937-d23577249-Reviews-Vogar_Camping-Vogar_Reykjanes_Peninsula.html,Reykjavik,Campgrounds,,,,260.5,Iceland,Reykjavik
Hotel,4.0,94.0,"Masna 139, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d1836071-Reviews-Hotel_Peregrin-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,73.0,73.0,74.0,73.0,Czechia,Cesky Krumlov
Krumlovska,4.2,34.0,"Siroka 74, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d12664012-Reviews-Krumlovska_Pohadka-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,86.0,86.0,76.0,86.0,Czechia,Cesky Krumlov
Vltavska,3.3,30.0,"Rybarska 23, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d13814810-Reviews-Vltavska_Pohadka-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,49.0,43.0,49.0,49.0,Czechia,Cesky Krumlov
Hotel,3.9,53.0,"Široká 77, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d15117655-Reviews-Hotel_Ebersbach-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,,,,73.0,Czechia,Cesky Krumlov
Pension,3.1,17.0,"Dlouha 94, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d2452046-Reviews-Pension_Kristinka-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,,,,73.0,Czechia,Cesky Krumlov
Hotel,4.2,60.0,"Horni 148, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d652961-Reviews-Hotel_Arcadie-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,,,,73.0,Czechia,Cesky Krumlov
Hotel Krcinuv,4.3,94.0,"Kajovska 54, Cesky Krumlov 38101 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d3171281-Reviews-Hotel_Krcinuv_Dum-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,86.0,86.0,,86.0,Czechia,Cesky Krumlov
Pension U,4.4,40.0,"Rybarska 37, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d3140436-Reviews-Pension_U_Hada-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,72.0,72.0,,72.0,Czechia,Cesky Krumlov
Pension,3.4,87.0,"Linecka 54, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d1418965-Reviews-Pension_Rosa-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,54.0,54.0,,54.0,Czechia,Cesky Krumlov
Pension,4.4,89.0,"Rybarska 28, Cesky Krumlov 38001 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d1082055-Reviews-Pension_Kapr-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,78.0,77.0,,77.5,Czechia,Cesky Krumlov
Villa,4.3,10.0,"Dobrkovicka 247, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d12405486-Reviews-Villa_Gap-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Family Hotels,70.0,70.0,,70.0,Czechia,Cesky Krumlov
Hotel,4.2,167.0,"Soukenicka 33 30 m From Main Square, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d492710-Reviews-Hotel_Leonardo-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,72.0,72.0,72.0,72.0,Czechia,Cesky Krumlov
Pension,4.9,25.0,"Masna 134, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d17912425-Reviews-Pension_Kristian-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,78.0,78.0,,78.0,Czechia,Cesky Krumlov
Pension,4.5,46.0,"Masna 136, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d281416-Reviews-Pension_Adalbert-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,,,,78.0,Czechia,Cesky Krumlov
Hotel Villa,4.1,96.0,"Nove Mesto 25, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d1082595-Reviews-Hotel_Villa_Conti-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,,,,78.0,Czechia,Cesky Krumlov
Boutique Hotel,4.4,51.0,"U Zelene ratolesti 232, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d1081821-Reviews-Boutique_Hotel_Romantick-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,95.0,95.0,,95.0,Czechia,Cesky Krumlov
Pension,4.8,22.0,"Rybarska 1, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d7245580-Reviews-Pension_Meandr-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,,,,78.0,Czechia,Cesky Krumlov
Grindavik camping,4.4,112.0,"Austurvegi 26, Grindavik 240 Iceland",https://www.tripadvisor.com/Hotel_Review-g274688-d584429-Reviews-Hotel_Barbora-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,,,,78.0,Czechia,Cesky Krumlov
Penzion Krasne,4.8,8.0,"Spojovaci 187, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d2278779-Reviews-Penzion_Krasne_Udoli-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,,,,78.0,Czechia,Cesky Krumlov
Apartma Star By,4.9,17.0,"Horni 147, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d2278768-Reviews-Apartma_Star_By_Jary-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,,,,78.0,Czechia,Cesky Krumlov
Pension,4.8,21.0,"Za Tavirnou 258, Cesky Krumlov 38101 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d2278758-Reviews-Pension_Jana-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,,,,78.0,Czechia,Cesky Krumlov
Pension,4.3,46.0,"Rybarska 2, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d1806007-Reviews-Pension_Wok-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,,,,78.0,Czechia,Cesky Krumlov
Penzion,2.8,5.0,"Nove Mesto 181, Cesky Krumlov 38101 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d14138831-Reviews-Penzion_Premium-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Romantic Hotels in,,,,78.0,Czechia,Cesky Krumlov
Hostel,3.8,96.0,"Kajovska 59, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d281425-Reviews-Hostel_Merlin-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,44.0,44.0,,44.0,Czechia,Cesky Krumlov
Hostel,4.7,67.0,"Plesivecka 123, Cesky Krumlov Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d281426-Reviews-Hostel_Skippy-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,37.0,37.0,,37.0,Czechia,Cesky Krumlov
Hotel Garni Pod,4.8,37.0,"Pod Skalkou 536, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d2232375-Reviews-Hotel_Garni_Pod_Skalkou-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,92.0,91.0,,91.5,Czechia,Cesky Krumlov
The,5.0,377.0,"Panská 19, Cesky Krumlov Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d601622-Reviews-The_Snail-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
U,3.0,112.0,"Po Vode 55, Cesky Krumlov Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d288511-Reviews-U_Vodnika-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Hostel,4.1,38.0,"Pod Sv. Duchem 135, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d1203336-Reviews-Hostel_Havana-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Mini Hotel,4.6,7.0,"Skolni, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d12263653-Reviews-Mini_Hotel_Abraka-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Traveller's,3.5,70.0,"Soukenicka 43, Cesky Krumlov Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d281434-Reviews-Traveller_s_Hostel-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,47.0,47.0,,47.0,Czechia,Cesky Krumlov
Hostel,4.1,121.0,"Vezni 99, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d281422-Reviews-Hostel_99-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Hostel,4.7,64.0,"Rybarska 35, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d1066989-Reviews-Hostel_Postel-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Hostel,2.3,3.0,"Rybarska No. 5, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d281420-Reviews-Hostel_Ryba-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Pension Jirina,5.0,377.0,"Latran 10, Cesky Krumlov Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d601615-Reviews-Pension_Jirina_Kozakova-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Penzion,5.0,377.0,"Rooseveltova 31, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d34193898-Reviews-Penzion_Bohem-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,63.0,63.0,,63.0,Czechia,Cesky Krumlov
Hostel,5.0,169.0,"Pod Sv. Duchem 132, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274688-d1202337-Reviews-Hostel_Egon-Cesky_Krumlov_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Klub malych pivovaru,4.5,11.0,"Husova tr. 119/103, Ceske Budejovice 370 05 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274687-d6675745-Reviews-Klub_malych_pivovaru_Hostel-Ceske_Budejovice_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Cuba Bar &,3.5,25.0,"Nová 2024/18, Ceske Budejovice 37001 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274687-d1858019-Reviews-Cuba_Bar_Hostel-Ceske_Budejovice_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,60.0,60.0,,60.0,Czechia,Cesky Krumlov
Hotel BouCzech,3.3,6.0,"Lipno nad Vltavou 5, Lipno nad Vltavou 382 78 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g1056626-d8150877-Reviews-Hotel_BouCzech_Economy-Lipno_nad_Vltavou_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Hostel Singer,3.7,11.0,"Ceska 7/55, Ceske Budejovice 370 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274687-d3451501-Reviews-Hostel_Singer_Pub-Ceske_Budejovice_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Ubytovaci zarizeni Koleje,2.7,6.0,"Branisovska 1800/36a, Ceske Budejovice 370 05 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274687-d9714319-Reviews-Ubytovaci_zarizeni_Koleje_Pedagog-Ceske_Budejovice_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Penzion,4.5,2.0,"Komenskeho 41, Nove Hrady 373 33 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g2482743-d7266504-Reviews-Penzion_1670-Nove_Hrady_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Apartmany,3.5,4.0,"K Berte 190, Trebon Czech Republic",https://www.tripadvisor.com/Hotel_Review-g277812-d11695698-Reviews-Apartmany_Radka-Trebon_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,61.0,60.0,,60.5,Czechia,Cesky Krumlov
Jugendgastehaus,3.5,35.0,"Stanglhofweg 3, Linz 4020 Austria",https://www.tripadvisor.com/Hotel_Review-g190428-d264477-Reviews-Jugendgastehaus_Linz-Linz_Upper_Austria.html,Cesky Krumlov,Hostels,120.0,120.0,,120.0,Czechia,Cesky Krumlov
Jugendherberge Passau HI Youth,3.8,17.0,"Oberhaus 125 Veste Oberhaus, 94034 Passau, Bavaria Germany",https://www.tripadvisor.com/Hotel_Review-g187311-d3371079-Reviews-Jugendherberge_Passau_HI_Youth_Hostel-Passau_Lower_Bavaria_Bavaria.html,Cesky Krumlov,Hostels,85.0,85.0,,85.0,Czechia,Cesky Krumlov
Frau Dunschn – Imbiss und Hostel im,5.0,8.0,"Ludwigstr. 18 Im Hinterhof, 94032 Passau, Bavaria Germany",https://www.tripadvisor.com/Hotel_Review-g187311-d10420142-Reviews-Frau_Dunschn_Imbiss_und_Hostel_im_Innenhof-Passau_Lower_Bavaria_Bavaria.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Chata Svatý,5.0,154.0,"Srní Rokyta 33, Srni 34192 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g1056628-d10437772-Reviews-Chata_Svaty_Florian-Srni_Pilsen_Region_Bohemia.html,Cesky Krumlov,Hostels,,,,60.25,Czechia,Cesky Krumlov
Hotel Grand,4.3,27.0,"Nam. F. Krizhika 505/23, Tabor 390 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g277811-d3809787-Reviews-Hotel_Grand_Tabor-Tabor_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,52.0,54.0,54.0,54.0,Czechia,Cesky Krumlov
Pension Alfa & Whisky,4.1,14.0,"Klokotska 107/5, Tabor 390 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g277811-d3952882-Reviews-Pension_Alfa_Whisky_Pub-Tabor_South_Bohemian_Region_Bohemia.html,Cesky Krumlov,Hostels,57.0,57.0,,57.0,Czechia,Cesky Krumlov
Grandhotel,4.4,1661.0,"Mirove Namesti 2, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d275547-Reviews-Grandhotel_Pupp-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,207.0,207.0,207.0,207.0,Czechia,Karlovy Vary
Hotel,4.6,594.0,"Trziste 37, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d276012-Reviews-Hotel_Romance-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,118.0,118.0,96.0,118.0,Czechia,Karlovy Vary
Spa Resort,4.2,672.0,"U Imperialu 198/11, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d633709-Reviews-Spa_Resort_Sanssouci-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,127.0,150.0,150.0,150.0,Czechia,Karlovy Vary
Olympia Wellness,4.4,146.0,"Divadelni Namesti 43/5, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d1166034-Reviews-Olympia_Wellness_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,92.0,92.0,87.0,92.0,Czechia,Karlovy Vary
Retro Riverside Wellness,4.6,414.0,"Březová 157 Březová u Karlových Varů, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d3954554-Reviews-Retro_Riverside_Wellness_Resort-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,150.0,150.0,149.0,150.0,Czechia,Karlovy Vary
Carlsbad Plaza Medical Spa & Wellness,4.4,301.0,"Mariánskolázeňská 25, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d611857-Reviews-Carlsbad_Plaza_Medical_Spa_Wellness_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,258.0,271.0,,264.5,Czechia,Karlovy Vary
Revelton Suites Karlovy,4.9,329.0,"T.G Masaryka 825/45, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d10481097-Reviews-Revelton_Suites_Karlovy_Vary-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,96.0,96.0,96.0,96.0,Czechia,Karlovy Vary
Boutique Spa Hotel Atlantic,4.6,144.0,"Tržiště 37/23, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d7178408-Reviews-Boutique_Spa_Hotel_Atlantic_Palace-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,77.0,77.0,,77.0,Czechia,Karlovy Vary
Spa Hotel,4.2,552.0,"Libusina 1212/18, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d275731-Reviews-Spa_Hotel_Imperial-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,232.0,263.0,270.0,263.0,Czechia,Karlovy Vary
Savoy Westend Hotel,4.4,424.0,"Petra Velikeho 16, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d596429-Reviews-Savoy_Westend_Hotel_5-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,,,129.0,129.0,Czechia,Karlovy Vary
Spa Hotel,3.3,248.0,"Ivana Petroviče Pavlova 2001/11, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d276013-Reviews-Spa_Hotel_Thermal-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,157.0,169.0,,163.0,Czechia,Karlovy Vary
Grandhotel Ambassador Narodni,4.2,231.0,"T. G. Masaryka 1088/24, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d8132135-Reviews-Grandhotel_Ambassador_Narodni_Dum-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,144.0,144.0,,144.0,Czechia,Karlovy Vary
Hotel Saint,4.4,61.0,"Marianskolazenska 448/13, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d2483058-Reviews-Hotel_Saint_Petersburg-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,75.0,75.0,,75.0,Czechia,Karlovy Vary
Revelton Studios Karlovy,4.9,234.0,"Jaltska 1052/9, Karlovy Vary 36001 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d16745435-Reviews-Revelton_Studios_Karlovy_Vary-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,70.0,70.0,70.0,70.0,Czechia,Karlovy Vary
Luxury Spa Hotel Olympic,4.5,173.0,"Zámecký Vrch 41, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d9460887-Reviews-Luxury_Spa_Hotel_Olympic_Palace-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,187.0,218.0,218.0,218.0,Czechia,Karlovy Vary
Cihelny Golf & Wellness,3.8,188.0,"Cihelny 7, Karlovy Vary 364 64 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d8307028-Reviews-Cihelny_Golf_Wellness_Resort-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,66.0,66.0,47.0,66.0,Czechia,Karlovy Vary
Spa Hotel,4.5,47.0,"Sadova 866/39, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d10419707-Reviews-Spa_Hotel_Iris-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,,,,123.0,Czechia,Karlovy Vary
St. Joseph Royal,4.4,199.0,"Zahradni 2125/7, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d1830970-Reviews-St_Joseph_Royal_Regent-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,,,,123.0,Czechia,Karlovy Vary
Hotel,4.6,134.0,"Nova Louka 21, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d276008-Reviews-Hotel_Embassy-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,122.0,123.0,123.0,123.0,Czechia,Karlovy Vary
Promenada,4.5,143.0,"Trziste 31, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d276011-Reviews-Promenada_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,139.0,139.0,141.0,139.0,Czechia,Karlovy Vary
Spa Hotel,4.5,83.0,"Sadova 875/16, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d654868-Reviews-Spa_Hotel_Ulrika-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,,,,123.0,Czechia,Karlovy Vary
Hotel,4.4,39.0,"Majakovseho 29 Rybare, Karlovy Vary 360 05 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d1742127-Reviews-Hotel_Lafonte-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,104.0,104.0,106.0,104.0,Czechia,Karlovy Vary
Male,4.8,78.0,"Krizikova 420/2, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d12142823-Reviews-Male_Versailles-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,,,,123.0,Czechia,Karlovy Vary
Golden Key Boutique,4.9,28.0,"Lázeňská 21/3, Karlovy Vary 36001 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d17727063-Reviews-Golden_Key_Boutique_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,96.0,95.0,,95.5,Czechia,Karlovy Vary
Hotel,4.0,72.0,"Siroka 89, Cesky Krumlov 381 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d947093-Reviews-Hotel_Millenium_Luxury_Wellness_Spa-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,,,,123.0,Czechia,Karlovy Vary
Salvator Hotel,4.3,97.0,"Vridelni 39, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d858116-Reviews-Salvator_Hotel_Carlsbad-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,128.0,128.0,,128.0,Czechia,Karlovy Vary
Hotel,4.8,187.0,"Chebska 394/44, Karlovy Vary 360 06 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d4582904-Reviews-Hotel_Dvorana-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,113.0,124.0,,118.5,Czechia,Karlovy Vary
SPA Hotel,4.1,71.0,"Na Vyhlídce 158/20, Karlovy Vary 360 01 Czech Republic",https://www.tripadvisor.com/Hotel_Review-g274697-d628520-Reviews-SPA_Hotel_Panorama-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,Karlovy Vary,Business Hotels,,,,123.0,Czechia,Karlovy Vary
